transaction_id,amount_rs,error_reason,attempts_last_hour,decision_type,recovery_action,source,recovered,reasoning,timestamp
pay_dfebXfHySMoW1F,61.42,bank_technical_error,3,auto_recovery_attempted,retry_immediately,rule_based,False,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.805553
pay_KeaRZIXIJpVxrD,4547.91,bank_technical_error,3,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.805590
pay_KdsMMnJNyEgFpj,2971.82,incorrect_otp,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_otp -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.805628
pay_g9xrIOw817mxJa,523.61,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.805666
pay_38htM7mWcteNsL,3829.18,incorrect_pin,1,auto_recovery_attempted,send_reminder,rule_based,True,Mapped incorrect_pin -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.805701
pay_N316WIfUa9Z9Y4,4639.02,wallet_service_down,2,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.805739
pay_aMRhjYXY5Z5SUU,760.7,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.805777
pay_L14du0Rmx3l1lO,839.69,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.805816
pay_9VSwAHKDF0kpQ0,1091.96,emi_not_supported,2,auto_recovery_attempted,suggest_alt_method,rule_based,False,Mapped emi_not_supported -> suggest_alt_method (assumed success rate 40%),2026-08-23T05:57:01.805853
pay_plaGR6ZypssHCD,193.99,incorrect_otp,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.805893
pay_cvNLYMMGjCpTbT,1027.32,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.805927
pay_tNS1Trk4QgNerj,4057.89,session_timed_out,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.805964
pay_xM3NhIOWKhwawT,872.02,upi_collect_expired,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.806003
pay_BWF6KZwWsoDJ7t,2824.98,issuer_unavailable,2,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806044
pay_mp0ZkrTmR7LSI3,1341.44,bank_technical_error,2,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.806087
pay_jyE8YFA4AOEZq6,2816.39,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,False,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.806126
pay_s3FZamcZyc6PKM,463.63,wallet_service_down,2,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806163
pay_McP5mK7ltAUD5a,2012.86,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.806203
pay_mHdHsiyGppAFKl,2142.71,card_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806266
pay_ruKtGOQRodjafa,335.14,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806320
pay_XxmitQdUuuxEKY,652.74,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806361
pay_DLhBTLx88BI6aE,949.91,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806400
pay_GgG8Xp6dldh0Lt,1395.03,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806439
pay_ihTVRLrSGromup,4901.74,bank_technical_error,2,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.806475
pay_KmSHt406wNbk3b,629.96,incorrect_otp,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.806514
pay_rPhN2NCw3WW1C7,1274.58,payment_declined,1,auto_recovery_attempted,send_reminder,rule_based,True,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806551
pay_VtzUpReEETOXOG,3852.71,wallet_service_down,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806588
pay_x4mzHuMnQrzKFx,1345.84,upi_collect_expired,1,auto_recovery_attempted,resend_collect_request,rule_based,False,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.806625
pay_HcF2U1F4WrzCmN,1835.45,incorrect_otp,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.806663
pay_pOCK7pOYZcfJSe,273.02,insufficient_balance,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806699
pay_35cazSFZbFpqHR,4297.97,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806737
pay_8DWz0hnJPpitmP,4160.54,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.806774
pay_w1ZEz6hMgb1CkD,910.11,insufficient_balance,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806808
pay_SuzXMsTnod6BV7,1118.11,session_timed_out,3,auto_recovery_attempted,send_reminder,rule_based,True,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806844
pay_shu2IEZhwXQp4W,1609.64,upi_collect_expired,1,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.806881
pay_xVNXm7lKYwkKkh,2140.73,bank_technical_error,1,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.806920
pay_hNsMMMfuyGXLFe,2765.67,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.806960
pay_bgJJji57sh1Oz6,3827.91,payment_declined,1,auto_recovery_attempted,send_reminder,rule_based,True,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.806999
pay_VTr0oSIR0mHHAD,1869.67,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.807045
pay_BiiDhqqD0ZJbfV,919.99,emi_not_supported,3,auto_recovery_attempted,suggest_alt_method,rule_based,False,Mapped emi_not_supported -> suggest_alt_method (assumed success rate 40%),2026-08-23T05:57:01.807090
pay_24D6JZllpnPikv,489.48,emi_not_supported,1,auto_recovery_attempted,suggest_alt_method,rule_based,True,Mapped emi_not_supported -> suggest_alt_method (assumed success rate 40%),2026-08-23T05:57:01.807129
pay_qRqNKspWhzIrXb,4033.71,insufficient_funds,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807191
pay_s4c7TTDt2ttM4F,238.63,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.807232
pay_ufQFnnM7wJDrGw,798.57,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.807304
pay_UCCDPI1w9e6M7y,286.87,bank_technical_error,3,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.807349
pay_hx4raQTJlLtiQb,2422.33,incorrect_otp,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807389
pay_FsOLvlrcaIklnp,1135.33,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,False,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.807427
pay_boI7e3AHCesYRw,3363.07,card_declined,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807467
pay_YiemYgPhohIsy1,6007.42,issuer_unavailable,2,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.807506
pay_xbHkGxlIrlZ9wT,3067.99,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.807545
pay_6EoEKYBTF4blgX,1076.52,upi_collect_expired,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807584
pay_VgPswwWOnaPdTh,2113.0,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.807620
pay_gt4U2rhJVGfNrp,939.42,incorrect_otp,3,auto_recovery_attempted,send_reminder,rule_based,True,Mapped incorrect_otp -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.807659
pay_7nfVOSAFtu7t22,2077.14,card_declined,3,auto_recovery_attempted,send_reminder,rule_based,True,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.807697
pay_mhTLKt9yyMrP1U,222.79,upi_collect_expired,1,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.807735
pay_Gf2Q75a0CIXVKH,3422.39,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807771
pay_CPTJmKkD0ODv5k,260.67,insufficient_funds,1,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.807808
pay_cCEjcW4gRzELDW,733.1,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.807846
pay_zIfsSCf8XlNelu,1282.59,wallet_service_down,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.807883
pay_RfQmCg8hetP32u,643.92,card_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.807918
pay_NTPCXLVz8wh8uJ,3512.13,issuer_unavailable,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.807958
pay_PeG4LnLOsY6u4Y,303.13,payment_declined,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.808001
pay_ALWmFiE9jPeDP9,642.91,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808046
pay_j88AalImwRHjol,1358.14,insufficient_funds,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808087
pay_K1wjvo5B1UnF9g,3718.32,card_declined,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.808121
pay_dV8FgQkb7wa4CR,1803.15,wallet_service_down,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808159
pay_ikx3sgx3XB3NHS,1318.4,session_timed_out,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.808194
pay_YLW3CZsViHzHEH,2662.91,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808285
pay_pdzgXuJDySnSps,1945.43,payment_declined,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808333
pay_hiChi8QVKIiZbG,65.13,session_timed_out,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808375
pay_7pttKHcdiSuK6I,1217.4,bank_technical_error,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808413
pay_DBbp1Wc0fTodsW,237.81,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808449
pay_5PGfwGd63rPj6l,221.63,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808491
pay_GICjkVkFne9vLh,2341.96,wallet_service_down,2,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808529
pay_f3VnRixxTTYvf6,1035.33,wallet_service_down,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808567
pay_I1TvbnA8RJx8xm,1479.52,incorrect_pin,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808605
pay_b4cgSX9QqU3rnx,3223.35,bank_technical_error,1,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.808641
pay_vvC4R18OmLcrOj,1794.28,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,False,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.808680
pay_ag94abaOBSGZfx,1350.81,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808718
pay_4S6PB2UESJpSYr,844.18,wallet_service_down,2,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808756
pay_rP6kDc5sWYr9jd,2453.79,issuer_unavailable,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808794
pay_mYT6BK6LfRIbR9,1344.49,upi_collect_expired,2,auto_recovery_attempted,resend_collect_request,rule_based,False,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.808832
pay_wVVE5lj8JkWvS2,1632.14,insufficient_funds,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.808873
pay_n0YJQNzjKgaLhG,183.59,incorrect_otp,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_otp -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.808908
pay_9vM1V2Wh5QWD0v,1498.16,bank_technical_error,1,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.808948
pay_Sm4BkEKmQfPsqE,334.01,issuer_unavailable,2,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.808985
pay_Qz5sfzsoFice9c,2670.07,payment_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809023
pay_aFGsa3K0e48omK,1362.82,payment_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809074
pay_S85NFyf92FZyBN,1237.21,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,False,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.809114
pay_g2uMa1vIqNenkC,2725.95,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.809154
pay_bj1VwTiSHt37bs,630.64,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809192
pay_9y6Qydn1J5Bddl,1297.94,session_timed_out,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809229
pay_pZmDHXJc95pqnV,1447.13,payment_declined,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.809300
pay_IYFpByPxddKGLj,367.89,upi_collect_expired,1,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.809340
pay_krAinmPw8Fj7yt,1924.98,bank_technical_error,3,auto_recovery_attempted,retry_immediately,rule_based,True,Mapped bank_technical_error -> retry_immediately (assumed success rate 65%),2026-08-23T05:57:01.809380
pay_G6lLSyO4VlyOPQ,2243.89,upi_collect_expired,1,auto_recovery_attempted,resend_collect_request,rule_based,False,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.809422
pay_kouKWGB5ToMoyb,85.51,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809462
pay_sgXquJYOs7kZyn,545.17,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809500
pay_y4thmTbpOY4kRB,5786.79,payment_declined,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809539
pay_t80BapZo8ywF5X,253.39,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809576
pay_B7GHeXxUoAkzn8,341.13,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.809612
pay_8p0OpHNYIs9A9L,3762.27,emi_not_supported,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.809648
pay_1i5eKGcaXOZApe,203.95,card_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809682
pay_C7fIF8zePu3pI8,2257.98,insufficient_balance,1,auto_recovery_attempted,send_reminder,rule_based,True,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809720
pay_GUnG7ubXv7B3vF,7754.75,session_timed_out,2,auto_recovery_attempted,send_reminder,rule_based,True,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809756
pay_XVB6V6QQByTh0u,1635.07,incorrect_pin,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_pin -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809793
pay_Uj1uAGOSR6WcNN,2563.6,issuer_unavailable,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.809832
pay_7UmjRAlR1B6qQF,963.94,wallet_service_down,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809866
pay_430oPL7a8yOV1V,873.02,incorrect_otp,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_otp -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809904
pay_5C7tsi0jumCaQr,4096.64,incorrect_pin,3,auto_recovery_attempted,send_reminder,rule_based,True,Mapped incorrect_pin -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.809942
pay_Wf9JIlPsil6HZn,1587.37,issuer_unavailable,3,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.809979
pay_TF2Yy65iqIaDkB,1979.3,insufficient_funds,3,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.810016
pay_mN5AGeqdvX2VI2,1860.87,insufficient_balance,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810070
pay_6oJA3PUEwt8WJB,545.26,insufficient_balance,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.810111
pay_P2zPlQCW3ERJc6,693.55,issuer_unavailable,1,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.810151
pay_r5itxjX1J5TrkT,766.27,card_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped card_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810191
pay_fTtvMwpmZ1msCu,1509.32,insufficient_funds,1,auto_recovery_attempted,retry_later_24h,rule_based,False,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.810229
pay_OcYtQpB6ZF3zGq,2989.09,wallet_service_down,1,auto_recovery_attempted,retry_later_2h,rule_based,True,Mapped wallet_service_down -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.810303
pay_R071qFfMseWzLZ,3191.59,insufficient_balance,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.810347
pay_pJKpkFZsxdsQ1U,2089.55,insufficient_balance,2,auto_recovery_attempted,send_reminder,rule_based,True,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810384
pay_qBr4eSHPuvcvlV,6094.72,payment_declined,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.810424
pay_iZhCu2nyKgLIc0,442.37,session_timed_out,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810460
pay_5Agp3xlJIxuXtR,807.65,incorrect_otp,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_otp -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810500
pay_0DwGZFMheZnZ7m,1031.7,issuer_unavailable,1,auto_recovery_attempted,retry_later_2h,rule_based,False,Mapped issuer_unavailable -> retry_later_2h (assumed success rate 55%),2026-08-23T05:57:01.810537
pay_amG6nu9wNAgN46,1939.7,upi_collect_expired,2,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.810575
pay_nwdil5OkNRSyZN,3498.78,insufficient_funds,1,auto_recovery_attempted,retry_later_24h,rule_based,True,Mapped insufficient_funds -> retry_later_24h (assumed success rate 45%),2026-08-23T05:57:01.810611
pay_vhOvuuzF0Dtvkj,1249.48,upi_collect_expired,2,auto_recovery_attempted,resend_collect_request,rule_based,True,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.810647
pay_6s7pz7UCLXqpg1,1981.98,incorrect_pin,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_pin -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810685
pay_gUULAfTnBr0XnY,701.74,insufficient_balance,2,auto_recovery_attempted,send_reminder,rule_based,False,Mapped insufficient_balance -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810723
pay_jC3rPWYdhvQtrS,4073.99,session_timed_out,1,auto_recovery_attempted,send_reminder,rule_based,False,Mapped session_timed_out -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810760
pay_pwfcbX3cTy8gJ9,1035.43,incorrect_pin,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped incorrect_pin -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810797
pay_l8MhYAe7k4FOrW,8733.46,upi_collect_expired,3,auto_recovery_attempted,resend_collect_request,rule_based,False,Mapped upi_collect_expired -> resend_collect_request (assumed success rate 50%),2026-08-23T05:57:01.810835
pay_ObsdCrzH97wCiH,6168.9,card_declined,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.810873
pay_aAPRRUgj1og67q,571.51,payment_declined,3,auto_recovery_attempted,send_reminder,rule_based,False,Mapped payment_declined -> send_reminder (assumed success rate 30%),2026-08-23T05:57:01.810911
pay_C3iYBL7U6aEI9k,982.89,insufficient_funds,4,escalated_manual_review,escalate_to_human,stopping_rule,False,"Stopping rule triggered: 4 attempts already made, avoiding further automated contact",2026-08-23T05:57:01.810952
